Manuscript,Canonical Story ID,ID Number,ID Letter,Recension ID,Incipit,Canonical Incipit
TGS (EOTC) 1996,1170,1170,,,ወበአሐቲ ፡  እመዋዕል ፡  እንዘ ፡  ሀሎ ፡  ልብነ ፡  ድንግል ፡  ውስተ ፡  ኀዘን ፡  ክቡድ ፡  በይነ ፡  ዘይመጽእ ፡  ላዕሌሁ ፡  ይቤ ፡  በውዑይ ፡  ኅሊና ፡  እንከሰ ፡  አኀዝኩ ፡  እትናገር ፡  ምስለ ፡  እግዝእትየ ፡  እንተ ፡  ፆረት ፡  እሳተ ፡  መለኮት ፡  እንዘ ፡  መሬት ፡  ወሐመድ ፡  አነ።,TRUE
TGS (EOTC) 1996,1171,1171,,,ወበአሐቲ ፡  ዕለት ፡  በከመ ፡  ልማዱ ፡  ልብነ ፡  ድንግል ፡  እንዘ ፡  የኀዝን ፡  ወይቴክዝ ፡  በእንቲአሁ ፡  ወበእንተ ፡  ሙስናሃ ፡  ለሀገሩ ፡  በከመ ፡  ነገሮ ፡  ቀዳሚ ፡  ራጉኤል ፡  መልአክ ፡  መጽኦ ፡  መንፈስ ፡  ወኀለየ ፡  በልቡ ፡  ወይቤ ፡  እስመ ፡  ተበዋሕኩ ፡  እትናገር ፡  ምስለ ፡  እግዝእትየ ፡  ... ወዓዲ ፡  ለእመ ፡  ትፈኑ ፡  ሊተ ፡  ራጉኤልሃ ፡  ዘወሀበተኒ ፡  ቢጸ ፡  ከመ ፡  ያይድዓኒ ፡  ወያጠይቀኒ ፡,TRUE
TGS (EOTC) 1996,1172,1172,,,ወአመ ፡  ዕሥራ ፡  ወአሚሩ ፡  ለወርኃ ፡  ሚያዚያ ፡  ሖረ ፡  ልብነ ፡  ድንግል ፡  ውስተ ፡  ቤተ ፡  ክርስቲያን ፡  ዘእግዝእትነ ፡  ማርያም ፡  ከመ ፡  ይስአል ፡  በህየ ፡  በእንቲአሁ ፡  ወበእንተ ፡  ሀገሩ ፡  ቅድስት።,TRUE
TGS (EOTC) 1996,1173,1173,,,ወበአሐቲ ፡  ዕለት ፡  እመዋዕል ፡  ጊዜ ፡  መንፈቀ ፡  ሌሊት ፡  ወረደ ፡  እምሰማይ ፡  ቅዱስ ፡  ራጉኤል ፡  ሊቀ ፡  መላእክት ፡  ወአስተርአዮ ፡  በሕልም። ለልብነ ፡  ድንግል ፡  ንጉሠ ፡  ኢትዮጵያ ፡  ወይቤሎ ፡  ኦ ፡  ልብነ ፡  ድንግል ፡  ስማዕ ፡  ዘእነግረከ ፡  እስመ ፡  ወሀብኩከ ፡  ኪዳነ ፡  ቀዲሙ ፡  ከመ ፡  እንግርከ ፡  ዘተርፈ ፡  በከመ ፡  ለአከተኒ ፡  ድንግል ፡  ማርያም ፡  እሙ ፡  ለኢየሱስ ፡  ክርስቶስ።,TRUE
TGS (EOTC) 1996,1174,1174,,,ወአሜሃሰ ፡  ልብነ ፡  ድንግል ፡  እንዘ ፡  ዓዲሁ ፡  ይጼሊ ፡  በሌሊተ ፡  እሑድ ፡ ወይጸንሕ ፡  ምጽዓቶ ፡  ለራጉኤል ፡  ሊቀ ፡  መላእክት ፡  ዳግመ ፡  በከመ ፡  አሰፈዎ ፡  ቀዲሙ ፡  ግብተ ፡  በረቀ ፡  ብርሃን ፡  እምሰማይ ፡  ውስተ ፡  ቤት ፡  ወወድቀ ፡  ውስተ ፡  ምድር ፡  ወሰምዓ ፡  ቃለ ፡  ዘትቤሎ ፡  እምውእቱ ፡  ብርሃን ፡,TRUE
TGS (EOTC) 1996,1175,1175,,,ወአመ ፡  ነበረ ፡  ሰብዓተ ፡  ዕለታተ ፡  እንዘ ፡  ኢይወጽእ ፡  እምቤተ ፡  መንግሥቱ ፡  ወኢይትረአይ ፡  ለሰብእ ፡  ልብነ ፡  ድንግል ፡  ኮነ ፡  ተሐውኮ ፡  ማዕከለ ፡  ሕዝብ ፡  ወደንገፁ ፡  ሊቃነ ፡  ካህናቲሁ ፡  ወመኳንንቲሁ። ወእምድኅረዝ ፡  ቦኡ ፡  ካህናት ፡  ኀበ ፡  ንጉሥ ፡  ወተሰአልዎ ፡,TRUE
TGS (EOTC) 1996,1176,1176,,,ወበጽሐ ፡  ሰዓተ ፡  ስደቱ ፡  ለልብነ ፡  ድንግል ፡  ንጉሥ ፡  በከመ ፡  አቅደመት ፡  ነጊሮቶ ፡  እግዝእትነ ፡  ... እንዘ ፡  ትብል ፡  እንከሰ ፡  ትትፌሣሕ ፡  በነፍስከ ፡  ወበሥጋከ ፡  ተኀዝን ፡  ወትመውት ፡  በስደት።,TRUE
TGS (EOTC) 1996,1177,1177,,,ወእምድኅረ ፡  አዕረፈ ፡  ልብነ ፡  ድንግል ፡  ንጉሥ ፡  ነግሠ ፡  ሠርፀ ፡  ድንግል ፡  ንጉሥ ፡  ዘየአምን ፡  በሃይማኖተ ፡  እስክንድርያ። ወሶቤሃ ፡  አስተርአየቶ ፡  እግዝእትነ ፡  ...  ፡  ወትቤሎ ፡  ጸሐፍ ፡  ሎቱ ፡  ራእየ ፡  ዘከመ ፡  አስተርአይክዎ ፡  ቅድመ ፡  አነ ፡  ወዘከመ ፡  ነገሮ ፡  ኵሎ ፡  ዘይመጽእ ፡  ላዕሌሁ።,TRUE
TGS (EOTC) 1996,1178,1178,,,ወሀሎ ፡  አሐዱ ፡  ንጉሥ ፡  ሊቅ ፡  ውስተ ፡  ብሔረ ፡  ኢትዮጵያ ፡  ዘይሰመይ ፡  ናዖድ ፡  ውእቱሂ ፡  ንጉሥ ፡  የአምር ፡  ኵሎ ፡  ትርጓሜ ፡  መጻሕፍት ፡  ዘብሉይ ፡  ወዘሐዲስ ፡  ወኈልቈተ ፡  ምሥጢረ ፡  ቅኔያተ።,TRUE
TGS (EOTC) 1996,1179,1179,,,ወሀለወት ፡  አሐቲ ፡  ታቦት ፡  ዘእግዝእትነ ፡  ... ውስተ ፡  ገዳም ፡  ዘደብረ ፡  ሊባኖስ ፡  ዘኮነ ፡  ይቄድስ ፡  ወያዓርግ ፡  ባቲ ፡  መሥዋዕተ፤ ክቡር ፡  አቡነ ፡  ተክለ ፡  ሃይማኖት ፡  እንዘ ፡  ሀሎ ፡  በሕይወቱ።,TRUE
TGS (EOTC) 1996,1180,1180,,,ወበዐሠርቱ ፡  ወሰመንቱ ፡  ምዕት ፡  ሰማንያ ፡  ወክልኤቱ ፡  ዓመት ፡  እምልደቱ ፡  ለእግዚእነ ፡  ኢየሱስ ፡  ክርስቶስ ፡  እንዘ ፡  ወንጌአዊ ፡  ማርቆስ ፡  ሊቀ ፡  ጳጳሳት ፡  ዘለእስክንድርያ ፡  ዐርገ ፡  ሣህለ ፡  ማርያም ፡  (ምኒልክ) ፡  ምድረ ፡  ትግራይ ፡  ከመ ፡  የሐውጽ ፡  ኵሎ ፡  አድያማቲሃ ፡  ለምድረ ፡  ትግራይ ፡  ወተዐየነ ፡,TRUE
TGS (EOTC) 1996,1181,1181,,,ንጽሕፍ ፡  በረድኤተ ፡  እግዚአብሔር ፡  ዘከመ ፡  ገብረት ፡  ኃይለ ፡  ወመዊዓ ፡  እግዝእትነ ፡  ... በእደዊሁ ፡  ለዓምደ ፡  ጽዮን ፡  ንጉሠ ፡  ነገሥት ፡  ዘኢትዮጵያ።,TRUE
TGS (EOTC) 1996,1182,1182,,,ወበውእቱ ፡  መዋዕል ፡  አመ ፡  ተመይጠ ፡  እምፀብዓ ፡  ቀትል ፡  ዘሀገረ ፡  ደዋሮ ፡  ዓምደ ፡  ጽዮን ፡  ንጉሠ ፡  ኢትዮጵያ ፡  ተንሥአ ፡  ይሑር ፡  ምድረ ፡  ጋላት ፡  አመ ፡  ሰቡዑ ፡  ለመጋቢት ፡  ወበጽሐ ፡  ምስለ ፡  ሠራዊቱ ፡  አመ ፡  ዕሥራ ፡  ወሰሙኑ ፡  ለሚያዚያ ፡  ወበህየ ፡  አብዐለ ፡  በዓለ ፡  ትንሣኤሁ ፡,TRUE
TGS (EOTC) 1996,1183,1183,,,ወበውእቱ ፡  መዋዕል ፡  እንዘ ፡  ሀሎ ፡  ዓምደ ፡ ጽዮን ፡  ንጉሥ ፡  ውስተ ፡  ሀገረ ፡  ሰማርያ ፡  አመ ፡  መዋዕለ ፡  ፀብዕ ፡  ምስለ ፡  ተንባላት ፡  ሖረ ፡  በሌሊት ፡  ኀበ ፡  ኆኅተ ፡  ደብተራ ፡  እንተ ፡  ሀለወት ፡  ታቦተ ፡  ሕጉ ፡  ለእግዚአብሔር ፡  ወይ እቲኒ ፡  እንተ ፡  ነሥኣ ፡  ምስሌሁ ፡  ትካት ፡  ወሖረ ፡  ውስተ ፡  ፀብዕ።,TRUE
TGS (EOTC) 1996,1184,1184,,,ወአመ ፡  ኀሙሱ ፡  ለሐምሌ ፡  ዐርገ ፡  ዓምደ ፡  ጽዮን ፡  እምነ ፡  ሰማርያ ፡  ውስተ ፡  ሀገረ ፡  ኦፌር ፡  ወሖረ ፡  ምሕዋረ ፡  ሰቡዕ ፡  መዋዕል ፡  ወአደወ ፡  ፈለገ ፡  ደስ ፡  ምስለ ፡  ሠራዊቱ ፡  ወበጽሐ ፡  ሞራ ፡  ገሞራ ፡  ወተአየነ ፡  በህየ ፡  ወኮነ ፡  ይተልዉዎ ፡  ካህናት ፡  ወቀሳውስት ፡  ነሢኦሙ ፡  ታቦተ ፡,TRUE
TGS (EOTC) 1996,1185,1185,,,ወአመ ፡  ተሱዑ ፡  ለሐምሌ ፡  ዘውእቱ ፡  ሳኒታሃ ፡  ለዕለት ፡  እንተ ፡  ባቲ ፡  ተፃብዓ ፡  ዓምደ ፡  ጽዮን ፡  ምስለ ፡  ተንባላት ፡  ወሞዖሙ ፡  በኃይለ ፡  ኢየሱስ ፡  ክርስቶስ ፡  ወልደ ፡  እግዚአብሔር ፡  ወበረድኤታ ፡,TRUE
TGS (EOTC) 1996,1186,1186,,,ወኮነ ፡  እንዘ ፡  ሀለወ ፡  ገብረ ፡  መስቀል ፡  (ዓምደ ፡  ጽዮን) ፡  ውስተ ፡  ሀገረ ፡  ዶቢአ ፡  አንሥአ ፡  ዕይንቲሁ ፡  ወነጸረ ፡  ደብረ ፡  ነዋሃ ፡  እንተ ፡  ይጐድእ ፡  ርእሱ ፡  ሰማየ ፡  እንተ ፡  መንገለ ፡  ጽባሒሃ ፡  ለሀገር ፡  ዘይርኅቅ ፡  እመካን ፡  ወሐተተ ፡  ዘከመ ፡  መኑ ፡  ይእቲ ፡  ወነገርዎ ፡  ከመ ፡  ዛቲ ፡  ሀገር ፡  ትሰመይ ፡  ሀገረ ፡  ተለግ።,TRUE
TGS (EOTC) 1996,1187,1187,,,ወአመ ፡  ሳብዕት ፡  ዕለት ፡  ዘውእቱ ፡  አመ ፡  ዓሡሩ ፡  ወአሚሩ ፡  ለነሐሴ ፡  እም ፡ አመ ፡  ቦአ ፡  ውስተ ፡  ሀገረ ፡  ተለግ ፡  ተንሥአ ፡  ይሑር ፡  ዓምደ ፡ ጽዮን ፡  ውስተ ፡  ካልእ ፡  ብሔር ፡  እንተ ፡  መንገለ ፡  ደቡባ ፡  ለይእቲ ፡  ሀገረ ፡  ተለግ ፡  ወአስተፋነውዎ ፡,TRUE
TGS (EOTC) 1996,1188,1188,,,ወበእማንቱ ፡  መዋዕል ፡  አመ ፡  ሖረ ፡  ውስተ ፡  ፀብዕ ፡  ዓምደ ፡  ጽዮን ፡  ንጉሠ ፡  ኢትዮጵያ ፡  ወኮኖ ፡  መጠነ ፡  ተሰዓቱ ፡  አውራኅ ፡  እምዘወፅአ ፡  እመካኑ ፡  ወኢተመይጠ ፡  እንከ ፡  ኀበ ፡  እለ ፡  ሀለዉ ፡  ንግሥታት ፡  አንስቲያሁ ፡  ወውሉዱ ፡  ወኅዳጣን ፡  ሐራሁ ፡  ዐቃብያነ ፡  ትዕይንት ፡  ሶቤሃ ፡  ኮነ ፡  ተሐውኮ ፡  ማዕከለ ፡  ሰብእ። ወይቤሉ ፡  አሌ ፡  ለነ ፡  ወይ ፡  ለነ ፡  ጠፍአ ፡  ንጉሥነ ፡  እንዘ ፡  የኀድገነ ፡  ውስተ ፡  ብሔረ ፡  ተንባላት ፡  ወውስተ ፡  ቆላተ ፡  ገዳም ፡  እንዘ ፡  አልቦ ፡,TRUE
TGS (EOTC) 1996,1189,1189,,,ወበውእቱ ፡  መዋዕል ፡  በዓሠርቱ ፡  ምዕት ፡  ወሠለስቱ ፡  ምዕት ፡  ዕሥራ ፡  ወሰብዓቱ ፡  ዓመት ፡  እምልደተ ፡  እግዚእነ ፡  ኢየሱስ ፡  ክርስቶስ ፡  ሶበ ፡  ተንሥኡ ፡  ላዕሌሁ ፡  ለንጉሥ ፡  ወገብሩ ፡  ዓመፃ ፡  ዲበ ፡  መንግሥቱ ፡  አበይተ ፡  ሀገር ፡  ወመኳንንት ፡  እለ ፡  ሀለዉ ፡  በምሥራቃቲሃ ፡  ለይእቲ ፡  ሀገረ ፡  ኢትዮጵያ ፡  ሶቤሃ ፡ በጽሐ ፡  ዓምደ ፡  ጽዮን ፡  ንጉሠ ፡  ኢትዮጵያ ፡  ኀበ ፡  ጽንፈ ፡  ባሕር ፡  ዘሕንደኬ ፡  እንዘ ፡  ይትቃተል ፡,TRUE
TGS (EOTC) 1996,1190,1190,,,ወሀሎ ፡  አሐዱ ፡  ንጉሥ ፡  ዘይሰመይ ፡  ሣህለ ፡  ሥላሴ ፡  ዘነግሠ ፡  ውስተ ፡  ብሔረ ፡  ሴዋ። ወለውእቱኒ ፡  ንጉሥ ፡  ኮነ ፡  ሥርወ ፡  መንግሥቱ ፡  ወዘርዓ ፡  ሙላዱ ፡  እምቀዳማዊ ፡  ምኒልክ ፡  ወልዱ ፡  ለሰሎሞን ፡  ንጉሠ ፡  ሳሌም ፡  ወእምንግሥተ ፡  ሳባ ፡  ኢትዮጵያዊት ፡  ወመጽ አ ፡  ሥርወ ፡  ልደቱ ፡  እንዘ ፡  ይትፋለስ ፡  እምክልኤቱ ፡  ፍናዋት ፡  በሥምረተ።,TRUE
TGS (EOTC) 1996,1191,1191,,,ወዝውእቱ ፡  ካልእ ፡  ክፍል ፡  ተአምር ፡  ዘተገብረ ፡  በእንተ ፡  ምኒልክ። ወአመ ፡  በጽሐ ፡  መዋዕለ ፡  ዕድሜሁ ፡  ወኍልቈ ፡  ሱባኤሁ ፡  ለነገር ፡ በእንተ ፡  ልደቱ ፡  ለምኒልክ ፡  በዓሠርቱ ፡  ወሰመንቱ ፡  ምዕት ፡  ሠላሳ ፡  ወስድስቱ ፡  ዓመት ፡  እምአመ ፡  ተወልደ ፡  እግዚእነ ፡  ኢየሱስ ፡  ክርስቶስ ፡  ተወልደ ፡  ወልድ ፡  ኅሩይ ፡  ሣህለ ፡  ማርያም ፡  (ምኒልክ) አመ ፡  ዓሡሩ ፡  ወሰኑዩ ፡  ለወርኃ ፡  ነሐሴ ፡  በከመ ፡  አሰፈወቶ ፡  ትካት ፡  እግዝእትነ ፡  ማርያም ፡  ለሣህለ ፡  ሥላሴ።,TRUE
TGS (EOTC) 1996,1192,1192,,,ወአመ ፡  ኮኖ ፡  ዓሠርቱ ፡  ወአሐዱ ፡  ዓመት ፡  ለሣህለ ፡  ማርያም ፡  (ምኒልክ) ፡  እም አመ ፡  ተወልደ ፡  ሞተ ፡  አቡሁ ፡  ኃይለ ፡  መለኮት ፡  ንጉሠ ፡  ሴዋ ፡  ወተቀብረ ፡  ውስተ ፡  ደብረ ፡  በግዕ ፡  ወበጊዜሃ ፡  በከመ ፡  ተብህለ ፡  ቀዳሚ ፡  ተንሥአ ፡  ካሣ ፡  (ቴዎድሮስ ፡ ) ኃያል ፡  ወመዓትም ፡  ውስተ ፡  ሀገረ ፡,TRUE
TGS (EOTC) 1996,1193,1193,,,በዓሠርቱ ፡  ወሰመንቱ ፡  ምዕት ፡  ሰማኒያ ፡  ወሰመንቱ ፡  ዓመት ፡  እምልደተ ፡  እግዚእነ ፡  ኢየሱስ ፡  ክርስቶስ ፡  በመዋዕሊሁ ፡  ለምኒልክ ፡  ንጉሠ ፡  ነገሥት ፡  ዘኢትዮጵያ ፡  ተንሥ ኡ ፡  ሰብአ ፡  ሮሜ ፡  በነገረ ፡  ጸብዕ ፡  ወትዝኅርት ፡  ወበግዘፈ ፡  ልቡና ፡  ከመ ፡  ይጽብዕዋ ፡  ለኢትዮጵያ ፡  ወይቅንይዋ ፡  በቅኔት ፡  መሪር ፡  ወይንስቱ ፡  አብያተ ፡  ክርስቲያናት ፡  ወያማስኑ ፡  ሃይማኖተ ፡  ክርስቲያን ፡  ዘኦርቶዶክስ።,TRUE
TGS (EOTC) 1996,1194,1194,,,ወበውእቱ ፡  መዋዕል ፡  እምድኅረ ፡  ዓሠርቱ ፡  ወሰምንቱ ፡  ምዕት ፡  ሃምሳ ፡  ወአርባዕቱ ፡  ዓመት ፡  እምልደተ ፡  እግዚእነ ፡  ኢየሱስ ፡  ክርስቶስ ፡  እምዘ ፡  ነግሠ ፡  ምኒልክ ፡  ንጉሠ ፡  ነገሥት ፡  ዘኢትዮጵያ ፡  በዕሥራ ፡  ወስድስቱ ፡  ዓመት ፡  መጽ ኡ ፡  ሰብአ ፡  ሮሜ ፡  ይጽብዕዎ ፡  ለምኒልክ ፡  ወይቅንይዋ ፡  ለሀገር ፡  ቅድስት ፡  ኢትዮጵያ ፡  በቅኔት ፡  መሪር።,TRUE
TGS (EOTC) 1996,1195,1195,,,ወእምድኅረ ፡  ተመይጠ ፡  እምነ ፡  አድዋ ፡  ዳግማዊ ፡  ምኒልክ ፡  ሥዩመ ፡  እግዚአብሔር ፡  ንጉሠ ፡  ነገሥት ፡  ዘኢትዮጵያ ፡  ገብረ ፡  ትዕይንተ ፡  በሀገረ ፡  ሜታ ፡  ወሰመያ ፡  ለይእቲ ፡  ትእይንት ፡  ሐዲስ ፡  ዓለም። ወእምዝ ፡  ወጠነ ፡  ንድቀ ፡  ሕንፃ ፡  በውስተ ፡  ትዕይንት ፡  ወለአሐቲኒ ፡  ንድቀ ፡  ሕንፃ ፡  አሠነያ ፡,TRUE
TGS (EOTC) 1996,1196,1196,,,በከመ ፡  ይቤ ፡  ዳዊት ፡  ነቢይ ፡  በመዋዕል ፡  ዘቀዲሙ ፡  ኢትዮጵያ ፡  ታበጽሕ ፡  እደዊሃ ፡  ኀበ ፡  እግዚአብሔር ፡  ከማሁ ፡  ትሰፍሕ ፡  አዕዳዊሃ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  ኀበ ፡  እግዝ እትነ ፡  ... ወትጼሊ ፡  እንዘ ፡  ትብል ፡  ከመ ፡  ትብል ፡  በአማን።,TRUE
TGS (EOTC) 1996,1197,1197,,,ወከመዝ ፡  ትቤ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  በቃለ ፡  ዳዊት ፡  ነቢይ ፡  ኦ ፡  እግዝእትነ ፡ ... ። ይምጻእ ፡  ኃይል ፡  ዘይዘርዎ ፡  ለጊሜ ፡  ከመ ፡  ሐመድ ፡  በት እዛዘ ፡  ወልድኪ ፡  ከመ ፡  ይዝርዎሙ ፡  ለእለ ፡  ይፈቅዱ ፡  ባዕሰ ፡  ዚአየ ፡  ወይንስት ፡  ምክሮሙ ፡  ዘመከሩ ፡  እኩየ ፡  ላዕሌየ። ኦ ፡  ድንግል ፡  እመ ፡  እግዚአብሔር ፡  ጸባዖት ፡  እለ ፡  ይባርኩኒ ፡  ይትባረኩ ፡  በአፈ ፡  ፍቁር ፡  ወልድኪ ፡  ወእለ ፡  ይረግሙኒ ፡  ይትረገሙ ፡  በአፈ ፡,TRUE
TGS (EOTC) 1996,1198,1198,,,ኦ ፡  አኃውየ ፡  ፍቁራን ፡  ለብዉ ፡  እንከ ፡  ልባዌ ፡  ጥዩቀ ፡  ከመ ፡  ዘልፈ ፡  ትጼሊ ፡  ወት ስ እል ፡  ኀበ ፡  እግዚአብሔር ፡  ወኀበ ፡  እሙ ፡  ቅድስት ፡  ድንግል ፡  ... እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  በሰፊሃ ፡  አዕዳው ፡  ወበአንቃዕድዎ ፡  ኅሊና ፡  በከመ ፡  ይቤ ፡  ዳዊት ፡  ነቢይ ፡  ኢትዮጵያ ፡  ታበጽሕ ፡  እደዊሃ ፡  ኀበ ፡  እግዚአብሔር ፡  በእንተ ፡  ሰላም ፡  ወበእንተ ፡  ድኅነተ ፡  ሕዝባ።,TRUE
TGS (EOTC) 1996,1199,1199,,,ወከመዝ ፡  ትቤ ፡  በመንፈስ ፡  ቅዱስ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  እንዘ ፡  ትነግር ፡  ውዳሴሃ ፡  ለእግዝእትነ ፡  ...። በከመ ፡  ይቤ ፡  ጳውሎስ ፡  በመልእክቱ ፡  አቀድም ፡  አእኵቶቶ ፡  ለእግዚአብሔር ፡  በእንተ ፡  እግዚእነ ፡  ኢየሱስ ፡  ክርስቶስ ፡  ወበእንቲኣኪ ፡  እግዝ እትየ ፡  ንግሥት ፡  እሴብሕ ፡  ወእዜምር።,TRUE
TGS (EOTC) 1996,1200,1200,,,ወበውእቱ ፡  መዋዕል ፡  ሶበ ፡  ኮነ ፡  ምንዳቤ ፡  ዕፁብ ፡  ወተቃትሎ ፡  ሕዝብ ፡  ምስለ ፡  ሕዝብ ፡  ውስተ ፡  ሀገር ፡  ሶቤሃ ፡  ጸለየት ፡  ወትቤ ፡  ከመዝ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  ኦ ፡  ድንግል ፡  አዘክሪ ፡  ኀበ ፡  መዘክር ፡  ወልድኪ ፡  እምዘ ፡  ኢይረስእ ፡  ኵሎ ፡  ዘነገርዎ ፡  ወኢይከልእ ፡  ዘሰአልዎ ፡  ከመ ፡  ይፈኑ ፡  ሣህሎ ፡  ወምሕረቶ ፡  ለምድር።,TRUE
TGS (EOTC) 1996,1201,1201,,,ወትቤ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  በከመ ፡  ይቤ ፡  ዳን ኤል ፡  ነቢይ ፡  ትባርኮ ፡  ምድር ፡  ለእግዚአብሔር ፡  ኦ ፡  ድንግል ፡  ወአነሂ ፡  ከመዝ ፡  እባርከኪ ፡  ወእጼውዕ ፡  ስመኪ።,TRUE
TGS (EOTC) 1996,1202,1202,,,ወከመዝ ፡  ትቤ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  በመንፈስ ፡  ቅዱስ ፡  በእንተ ፡  ክብራ ፡  ለእመ ፡  ንጉሥ ፡  ኢየሱስ ፡  ክርስቶስ ፡  ፈጣሬ ፡  ሰማያት ፡  ወምድር።,TRUE
TGS (EOTC) 1996,1203,1203,,,በከመ ፡  ተብህለ ፡  በመዋዕል ፡  ዘቀዲሙ ፡  በአፈ ፡  ዳዊት ፡  ነቢይ ፡  ዕግትዋ ፡  ለጽዮን ፡  ወሕቀፍዋ ፡  ወተናገሩ ፡  በውስተ ፡  ማኅፈዲሃ ፡  ደዩ ፡  ልበክሙ ፡  ውስተ ፡  ኃይላ ፡  ወትትካፈልዎ ፡  ለክበዲሃ። ወከማሁ ፡  እንዘ ፡  ተዓቅብ ፡  ዘንተ ፡  ውስተ ፡  ልባ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡,TRUE
TGS (EOTC) 1996,1204,1204,,,ወከመዝ ፡  ትቤ ፡  በመንፈስ ፡  ቅዱስ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  በእንተ ፡  ወድሶታ ፡  ለእግዝእትነ ፡ ...። ኦ ፡  ድንግል ፡  በከመ ፡  ተነበይኪ ፡  በመንፈስ ፡  ቅዱስ ፡  በብሂል ፡  ናሁ ፡  እምይእዜሰ ፡  ያስተበፅዑኒ ፡  ኵሉ ፡  ትውልድ ፡  እስመ ፡  ገብረ ፡  ሊተ ፡  ኃይለ ፡  ዐቢያተ ፡  ወቅዱስ ፡  ስሙ።,TRUE
TGS (EOTC) 1996,1205,1205,,,ወትቤ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  እንዘ ፡  ትሴብሕ ፡  ወትዜምር ፡  በእንተ ፡  እግዝእተ ፡  ኵልነ ፡  ... ወሃቤ ፡  ሕይወት ፡  ወበረከት ፡  ወጸጋዌ ፡  ምሕረት ፡  በብዝኃ ፡  ሂሩቱ።,TRUE
TGS (EOTC) 1996,1206,1206,,,በከመ ፡  ይቤ ፡  ዳዊት ፡  ነቢይ ፡  በመዝሙር ፡  ቅንዓተ ፡  ቤትከ ፡  በልዓኒ ፡  እስመ ፡  ትዕይርቶሙ ፡  ለእለ ፡  ይትዔየሩከ ፡  ወድቀ ፡  ላዕሌየ። ወከመዝ ፡  ትቤ ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  በእንተ ፡  ንጽሐ ፡  ድንግልናሃ ፡  ለእግዝእትነ ፡  ኦ ፡  ድንግል ፡  እመቦ ፡  ዘይጸርፍ ፡  ላዕለ ፡  ድንግልናኪ ፡  ቀናዕኩ ፡  በእንቲኣኪ ፡  ወበእንተ ፡  ጽዕለተ ፡  ላዕለ ፡  ድንግልናኪ ፡  ቀናዕኩ ፡  በእንተ ፡  ዘሐሰወ ፡  ላዕለ ፡  ፅንስኪ ፡  መንፈሳዊ ፡  ቀናዕኩ ፡  በእንተ ፡  ዘአለወ ፡  ላዕለ ፡  ወሊዶትኪ ፡  ድንግልናዌ።,TRUE
TGS (EOTC) 1996,1207,1207,,,ወበውእቱ ፡  መዋዕል ፡  ሶበ ፡  ኮነ ፡  ረኃብ ፡  ወብድብድ ፡  ውስተ ፡  ኵሎን ፡  አህጉራተ ፡  ኢትዮጵያ ፡  ሶቤሃ ፡  ጸለየት ፡  ወአስተብቍዓት ፡  እምነ ፡  አግዓዚት ፡  ኢትዮጵያ ፡  እንዘ ፡  ትብል ፡  ኀበ ፡  እግዝእትነ ፡  ...።,TRUE
TGS (EOTC) 1996,1208,1208,,,ስምዑኬ ፡  ሕዝበ ፡  ክርስቲያን ፡ ከመ ናይድዕክሙ ፡  ዘንተ ፡  ተአምረ ፡  ዓቢየ ፡  ወመድምመ ፡  ዘተገብረ ፡  በቤተ ፡  ክርስቲያነ ፡  እግዝእትነ ፡  ማርያም ዘደብረ ፡  ምጥማቅ። ወበአሐቲ ፡  ዕለት ፡  እንዘ ፡  ጉቡኣን ፡  ውስተ ፡  ቤተ ፡  ክርስቲያን ፡  በደብረ ፡  ምጥማቅ ፡  በዓለ ፡  ይግበሩ ፡  ክርስቲያን ፡  ወንጉሠ ፡  አፍርንጊ ፡  ወንጉሠ ፡  ሮም ፡  ወሶርያ ፡  ወማሮን ፡  በከመ ፡  ልማዶሙ ፡  አመ ፡  ታስተርኢ ፡  ሎሙ ፡  እግዝእትነ ፡  ማርያም ፡  ውስተ ፡  ደብረ ፡  ምጥማቅ ፡,TRUE
