Macomber ID,Macomber Incipit,Manuscript for Macomber Incipit,Link,Notes and alternate forms of incipit by a few letters
532,ወአመ፡ ዕረፍታ፡ ለእግዝእትነ፡…. ተጋብኡ፡ ኵሎሙ፡ ሐዋርያት፡ እለ፡ ተዘርዉ፡ ውስተ፡ ኵሉ፡ በሐውርት፡ ዘእንበለ፡ ቶማስ፡ ባሕቲቱ፡ ወእለኒ፡ እምሐዋርያት፡ ዘሞቱ፡ ተንሥኡ፡ ወመጽኡ፡ ወአኮ፡ በሥምረተ፡ ርእሶሙ፡ ዘተጋብኡ፡ አላ፡ ሶበ፡ ፈቀደት፡ እግዝእትነ,EMML (HMML) 3378,,
533,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ አብርሃም፡ ዘያፈቅሮ፡ ለእግዚአብሔር፡ ወለእግዝእትነ፡…. ወይትጋነይ፡ መዓልተ፡ ወሌሊተ፡ በጾም፡ ወበጸሎት፡ በሰጊድ፡ በባሕር፡ ወበግበብ፡ ወበጽሙድ፡ በፍቅረ፡ አምላኩ፡ ውስተ፡ ልቡ፡ ወውስተ፡ አባሉ፡ እንዘ፡ ይነብር፡ ውስተ፡ ሀገሩ,EMML (HMML) 296,,
534,ወሀሎ፡ አሐዱ፡ ኤጲስ፡ ቆጶስ፡ ዘይቤሎ፡ ለአሐዱ፡ ብእሲ፡ ንግረኒ፡ ጸሎተ፡ ዘያድኅንከ፡ እምሰይጣን፡ እኩይ,EMML (HMML) 296,,
535,ስምዑ፡ ዘኮነ፡ ተአምረ፡ ዐቢየ፡ በደወለ፡ ግብጽ፡ በመዋዕሊሁ፡ ለናዖድ፡ መሢሐ፡ እግዚአብሔር፡ ንጉሠ፡ ኢትዮጵያ። ወሀለዉ፡ መነኮሳት፡ እምደቂቀ፡ እስጢፋ፡ ርኩስ፡ እለ፡ ወረዱ፡ እምኢየሩሳሌም፡ እምኢትዮጵያ። ወሶበ፡ በጽሑ፡ ኢየሩሳሌም፡ ፈቀዱ፡ ይባኡ፡ ኀበ፡ መቃብሩ፡ ለእግዚእነ,EMML (HMML) 76,,
536,ወበአሐቲ፡ ዕለት፡ አመ፡ ፳ወ፱፡ ለወርኃ፡ መጋቢት፡ ዘውእቱ፡ እኁድ፡ ሰንበት፡ እንዘ፡ ትጼሊ፡ ጸሎተ፡ እግዝእትነ፡…. አስተርአያ፡ ገብርኤል፡ መልአክ፡ በዓቢይ፡ ግርማ፡ ወዜነዋ፡ ትፍሥሕተ። ወሶበ፡ ርእየቶ፡ ደንገፀት,EMML (HMML) 1180,,
537,በዛቲ፡ ዕለት፡ ቡርክት፡ አመ፡ ፳ወ፩፡ ለግንቦት፡ መጽአ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ሎቱ፡ ስብሐት፡ ምስለ፡ ወላዲቱ፡ ኀበ፡ ምድረ፡ ግብጽ፡ ወውእቱ፡ ሕፃን፡ እንዘ፡ መዋዕሊሁ፡ ዘ፪፡ ዓመት፡ በከመ፡ ይቤ፡ በወንጌል፡ ቅዱስ,EMML (HMML) 492,,
538,ወበጽሐ፡ ቶማስ፡ ኀበ፡ ሐዋርያት፡ በይእቲ፡ ዕለት፡ ሀገረ፡ ኢየሩሳሌም፡ ወይቤልዎ፡ እንዘ፡ ይበክዩ፡ ሞተት፡ እመ፡ ብርሃን። ወይቤሎሙ፡ ቶማስ፡ ማዕዘ፡ ሞተት። ወይቤልዎ፡ አመ፡ ፳ወ፩፡ ለጥር,EMML (HMML) 492,,
539,ወሀለወት፡ አሐቲ፡ ብእሲት፡ መካን፡ ወይዘነጕጓ፡ ብእሲሃ፡ ወይጸርፋ፡ ብዙኃ፡ ጊዜያት። ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ በጥቃ፡ ቤታ፡ ወትገይስ፡ በሌሊት፡ ከመ፡ ኢያእምራ፡ ብእሲሃ፡ ወትስእላ፡ በብካይ,EMML (HMML) 22,,
540,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በብሔረ፡ ኢትዮጵያ፡ ኃጥእ፡ ወዓማፂ፡ ዘስሙ፡ ገብረ፡ ማርያም፡ ወባሕቱ፡ ኮነ፡ ያፈቅራ፡ ለእግዝእትነ፡…. ወይገብር፡ ተዝካራ፡ ወካልዕሰ፡ አልቦቱ፡ ምግባረ፡ ሠናይ፡ ዘእንበለ፡ አሚነ፡ ወልዳ፡ ወአፍቅሮ፡ ዚአሃ። ወኮነ፡ በአሐዱ፡ እምመዋዕል፡ በሰንበተ፡ እኁድ፡ ኃደረ፡ ውስተ፡ ቤተ፡ ክርስቲያና፡ እንዘ፡ ይዌድሳ፡ ወይጼብሓ፡ ወይገኒ፡ ለነግሣ,EMML (HMML) 22,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በብሔረ፡ ኢትዮጵያ፡ ኃጥእ፡ ወዓማፂ፡ ዘስሙ፡ ገብረ፡ ማርያም፡ ወባሕቱ፡ ኮነ፡ ያፈቅራ፡ ለእግዝእትነ፡…. ወይገብር፡ ተዝካራ፡ ወካልዕሰ፡ አልቦቱ፡ ምግባረ፡ ሠናይ፡ ዘእንበለ፡ (ms: ዘእንበ፡) አሚነ፡ ወልዳ፡ ወአፍቅሮ፡ ዚአሃ። ወኮነ፡ በአሐዱ፡ እምመዋዕል፡ በሰንበተ፡ (ms: በሰንተ፡) እኁድ፡ ኃደረ፡ ውስተ፡ ቤተ፡ ክርስቲያና፡ እንዘ፡ ይዌድሳ፡ ወይጼብሓ፡ ወይገኒ፡ ለነግሣ
541,ወኮነ፡ ዝንቱ፡ ቅዱስ፡ እምዘመዱ፡ ለቅዱስ፡ እስጢፋኖስ፡ እምነገደ፡ ሌዊ፡ እምኢየሩሳሌም፡ ወኮነ፡ ስሙ፡ ለአቡሁ፡ አብርሃም፡ ወልደ፡ ሌዊ፡ ወልደ፡ ዮሴፍ፡ እኁሁ፡ ለስምዖን፡ እኁሁ፡ ለእመ፡ እስጢፋኖስ፡ ወበጊዜ፡ ልደቱ፡ ሰመይዎ፡ ስመ፡ አቡሁ,EMML (HMML) 22,,
542,ወእምድኅረ፡ ዕረፍቱ፡ ለአቡነ፡ ሳሙኤል፡ በ፵፡ ዕለት፡ ተጋብኡ፡ ሕዝብ፡ ከመ፡ ይግበሩ፡ ተዝካሮ፡ ኀበ፡ መቃብሪሁ፡ ዘምስለ፡ ቀሳውስት፡ ወዲያቆናት፡ ወመነኮሳት፡ ወመኳንንት፡ እድ፡ ወአንስት፡ እስከ፡ ይከይዱ፡ ቢጾሙ,EMML (HMML) 22,,
543,ወመጽአት፡ ብእሲት፡ ዕውርት፡ እምርሑቅ፡ ብሔር፡ እንዘ፡ ይመርሓ፡ ወልዳ፡ ወበጽሐት፡ ኀበ፡ ምኔተ፡ ብፁዓዊ፡ ዕንቈ፡ ጾም፡ አቡነ፡ ሳሙኤል,EMML (HMML) 22,,ወመጽአት፡ ብእሲት፡ ዕውርት፡ እምርሑቅ፡ ብሔር፡ እንዘ፡ ይመርሓ፡ ወልዳ፡ ወበጽሐት፡ ኀበ፡ ምኔተ፡ (ms: ምኔት፡) ብፁዓዊ፡ ዕንቈ፡ ጾም፡ አቡነ፡ ሳሙኤል
544,ወሀለወት፡ ካዕበ፡ ዕውርት፡ ክልኤሆን፡ አዕይንቲሃ፡ በምድረ፡ ዘረፍታ፡ ወሶበ፡ ስእነት፡ ዘያበጽሐ፡ ኀበ፡ መቃብሪሁ፡ ለብፁዓዊ፡ አቡነ፡ ሳሙኤል፡ እስመ፡ ነዳይት፡ ጥቀ፡ ወአልባቲ፡ ቢጽ፡ ዘይረድአ,EMML (HMML) 22,,
545,ወሀሎ፡ አሐዱ፡ ሊቀ፡ ጳጳሳት፡ በሀገረ፡ እስክንድርያ፡ ዘስሙ፡ በርተሎሜዎስ፡ ወያሠምሮ፡ ለእግዚአብሔር፡ ወእስከ፡ ለሞት፡ ወያፈቅራ፡ ለእግዝእትነ፡…. ወበአሐቲ፡ ዕለት፡ አጽሐብዎ፡ ካህናት፡ ከመ፡ ይልበስ፡ ተክህኖ፡ አመ፡ ወርኃ፡ ሐምሌ፡ በሠርቀ፡ በዓላ፡ ለእግዝእትነ,EMML (HMML) 22,,
546,ወሀሎ፡ አሐዱ፡ ደብር፡ ዘመነኮሳት፡ ሠናያን፡ እሙንቱ። ወቀንዓ፡ ላዕሌሆሙ፡ ሰይጣን፡ ወመጽአ፡ ተመሲሎ፡ አሐዱ፡ ሕፃን፡ ወአሐዱ፡ አረጋዊ፡ ወይቤሎሙ፡ ለመነኮሳት፡ አንብሩ፡ ሊተ፡ ወልድየ,EMML (HMML) 22,,
547,ተብህለ፡ በእንተ፡ ዝዕብ፡ ዘወለደት፡ ክልኤተ፡ ውሉደ፡ ወዖሩ፡ አዕይንቲሆሙ፡ ለዝዕብ፡ እጓላ። ወነበረ፡ አሐዱ፡ መነኮስ፡ መንገለ፡ ሐቅል፡ ምስለ፡ አራዊት,EMML (HMML) 22,,ተብህለ፡ (ms. adds: ከመ፡) በእንተ፡ ዝዕብ፡ ዘወለደት፡ ክልኤተ፡ ውሉደ፡ ወዖሩ፡ አዕይንቲሆሙ፡ ለዝዕብ፡ እጓላ። ወነበረ፡ አሐዱ፡ መነኮስ፡ መንገለ፡ ሐቅል፡ ምስለ፡ አራዊት
548,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ዘስሙ፡ ጳውሎስ፡ ውስተ፡ ቤተ፡ ክርስቲያን፡ አሐቲ፡ ዘእግዝእትነ፡…. ብድው፡ ይእቲ፡ ወብእሲት፡ አረጋዊት፡ ዘትገብር፡ ሲሲቱ፡ ለውእቱ፡ መነኮስ፡ ወዘእንበሌሁሰ፡ አልቦ፡ ባዕድ፡ እመሂ፡ ዓቢይ፡ አው፡ ንዑስ,EMML (HMML) 22,,
549,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ወይትአመና፡ በጥቡዕ፡ ልብ፡ ወኢያጸርዕ፡ ዘክሮተ፡ ሰማ፡ መዓልተ፡ ወሌሊተ፡ ወኢያበጥል፡ አንብቦ፡ ውዳሴሃ፡ ለለዕለቱ፡ እስመ፡ ዲያቆን፡ ውእቱ። ወሀሎ፡ እኁሁ፡ ዕቡይ፡ ወቀታሌ፡ ነፍስ,EMML (HMML) 22,,
550,ናሁ፡ እዜንወክሙ፡ ዕበያ፡ ለእግዝእትነ፡…. እምአመ፡ ዕረፍታ፡ እስከ፡ ፍልሰተ፡ ሥጋሃ፡ በ፪፻ወ፮፡ ዕለታት፡ ወረደ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ወተክህነ፡ ላዕለ፡ በድና፡ ለእሙ፡ ወኢኀደጋ፡ ትኑም፡ ከመ፡ ባዕዳን፡ ሰብእ,EMML (HMML) 1304,,
551,ወሀሎ፡ አሐዱ፡ መኰንን፡ አይሁዳዊ፡ ዘፈነውዎ፡ ረባናተ፡ አይሁድ፡ ወሊቃናተ፡ ካህናት፡ ውስተ፡ ቤተ፡ ለእግዝእትነ፡…. ወሖረ፡ ምስለ፡ ወዓልያኒሁ,EMML (HMML) 1304,,
552,ስምዑ፡ ካዕበ፡ ኦሕዝበ፡ ክርስቲያን፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ዘሀለወት፡ እምቅድመ፡ ሰማያት፡ ወምድር፡ በሕሊና፡ አምላክ። ርግብ፡ ዘአምጽአት፡ ብስራተ፡ ለኖኅ,EMML (HMML) 1304,,
553,ስምዑ፡ ኦሕዝበ፡ ክርስቲያን፡ ዘከመ፡ ወሀባ፡ ኪዳነ፡ ምሕረት፡ ፍሬ፡ ማኅፀና፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ለዘይጸውዕ፡ ስማ። አመ፡ በዓታ፡ ውስተ፡ ኢየሩሳሌም፡ ሰማያዊት፡ ወርእየቶ፡ ለአብ፡ ቅዱስ፡ ወለወልድ፡ ቅዱስ፡ ወለመንፈስ፡ ቅዱስ፡ ጰራቅሊጦስ። ወእምዝ፡ አርአያ፡ ፍቁር፡ ወልዳ፡ ምስጢራተ፡ ኅቡዐቲሁ,EMML (HMML) 1304,,
554,ስምዑኬ፡ ዘከመ፡ አስተርአየቶ፡ ወዜነወቶ፡ ምስጢረ፡ መንግሥተ፡ ሰማያት፡ ለአቡነ፡ መድኃኒነ፡ እግዚእ፡ ምስለ፡ ወልዱ፡ ሳሙኤል፡ ዘዋሊ፡ እንዘ፡ ይትናገሩ፡ ዕበያቲሁ፡ ለእግዚአብሔር፡ ወባሕረ፡ ንጽሕናሃ፡ ለንጽሐተ፡ ንጹሓን፡ እግዝእትነ፡…. ወበእንተ፡ አፍቀሩ፡ ኪያሃ፡ መጽአት፡ ኀቤሆሙ፡ ምስለ፡ ገብርኤል፡ መልአክ፡ ወትቤሎሙ፡ መንክራ፡ መዓዛ፡ አፉሃ፡ ሰላም፡ ለክሙ,EMML (HMML) 1304,,
555,ወካዕበ፡ ስምዑ፡ ዘገብረት፡ ሎቱ፡ ለሳሙኤል፡ እግዝእትነ፡…. ወበተፍጻሚተ፡ ጸሎቱ፡ እንዘ፡ ያነብብ፡ ወትረ፡ ጸሎተ፡ ዚአሃ፡ ዲበ፡ ማይ፡ ወበላዕሌሁ፡ ያነብብ፡ ቅዳሴሃ፡ ለእግዝእትነ፡ ማርያም፡ በእንተ፡ ፍቅረ፡ ዚአሃ፡ ወእምድኅረ፡ ፈጸመ፡ ይሰቲ፡ እምውእቱ፡ ማይ፡ ወይሁቦሙ፡ ለደቂቁ፡ ወይብሎሙ፡ ዑቁ፡ ወኢትክዓው፡ ዘንተ፡ ማየ፡ ውስተ፡ ምድር,EMML (HMML) 1304,,ወካዕበ፡ ስምዑ፡ ዘገብረት፡ ሎቱ፡ ለሳሙኤል፡ እግዝእትነ፡…. ወበተፍጻሚተ፡ ጸሎቱ፡ እንዘ፡ ያነብብ፡ ወትረ፡ ጸሎተ፡ ዚአሃ፡ ዲበ፡ ማይ፡ ወበላዕሌሁ፡ (ms: ላዕሁ፡) ያነብብ፡ ቅዳሴሃ፡ ለእግዝእትነ፡ ማርያም፡ በእንተ፡ ፍቅረ፡ ዚአሃ፡ ወእምድኅረ፡ ፈጸመ፡ ይሰቲ፡ እምውእቱ፡ ማይ፡ ወይሁቦሙ፡ ለደቂቁ፡ ወይብሎሙ፡ ዑቁ፡ ወኢትክዓው፡ ዘንተ፡ ማየ፡ ውስተ፡ ምድር
556,ወሀሎ፡ መስቀል፡ ውስተ፡ ደብረ፡ ቍስቋም፡ ዘስቁል፡ ውስተ፡ ቀመረ፡ ቤተ፡ ክርስቲያን፡ ወሶበ፡ ይቄድስ፡ ቍርባነ፡ ለእመ፡ ኮነ፡ ካህነ፡ ንጹሐ፡ ሶበ፡ ይብል፡ ፈኑ፡ ጸጋ፡ መንፈስ፡ ቅዱስ፡ ላዕሌነ፡ ይባርክ፡ ውእቱ፡ መስቀል፡ ላዕለ፡ ኅብስት፡ በከመ፡ ልማድ,EMML (HMML) 1304,,
557,ወሀሎ፡ አሐዱ፡ አረማዊ፡ ኖላዌ፡ አልሕምት፡ ወሶበ፡ ወፈረ፡ ወሖረ፡ ውስተ፡ ገዳም፡ ምስለ፡ አልሕምት፡ ወረከበ፡ ምድረ፡ ሠናየ፡ ዘያስተፌሥሕ፡ ልበ፡ ሰብእ፡ ወይቤ፡ ምስጋዶሙ፡ ለክርስቲያን፡ በውእቱ፡ መካን፡ ይሤኒ,EMML (HMML) 1635,,
558,ወካዕበ፡ ስምዑ፡ ዘከመ፡ ገብረ፡ ላቲ፡ ለእግዝእትነ፡…. ንጉሥነ፡ ዘርአ፡ ያዕቆብ፡ ወበጸጋ፡ እግዚአብሔር፡ ዘተሰምየ፡ ርቱዓ፡ ሃይማኖት፡ አስከሬነ፡ መንፈስ፡ ቅዱስ፡ ማህቶተ፡ ጥበብ፡ ወምሉዓ፡ አእምሮ,EMML (HMML) 613,,
559,ስምዑ፡ ኦአኃውየ፡ ፍቁራን፡ ክርስቶሳውያን፡ ውሉዳ፡ ለቤተ፡ ክርስቲያን፡ ንንግርክሙ፡ ዜና፡ ነገር፡ ዘይከውን፡ ውስተ፡ ቤተ፡ ክርስቲያን፡ ዘሕንጽት፡ በስማ፡ ለእግዝእትነ፡…. ስምዑ፡ በእዝነ፡ ልቡና፡ ንቤ፡ ንዜንወክሙ፡ ዜናሃ፡ ለእግዝእትነ፡ ማርያም፡ እለ፡ ታፈቅርዋ፡ ወአጽምዑ፡ በለብዎ። እስመ፡ ዝንቱ፡ ደብር፡ ማኅደረ፡ ስብሐቲሁ፡ ለእግዚአብሔር,EMML (HMML) 896,,
560,ወሀሎ፡ አሐዱ፡ ወሬዛ፡ በሀገረ፡ ኢትዮጵያ፡ ኃጥእ፡ ወዐማፂ፡ በኵሉ፡ ፍናዊሁ፡ ወያምዕዖ፡ ለእግዚአብሔር፡ አምላኩ። ወመጽአ፡ እምቤተ፡ አቡሁ፡ ወሖረ፡ ብሔረ፡ ባዕድ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
561,ወሀለወት፡ ውስተ፡ አሐቲ፡ ሀገር፡ ቤተ፡ ክርስቲያን፡ ለእግዝእትነ፡…. ዘምዝብርት፡ ወይእቲሰ፡ ረዳኢቶሙ፡ ለእለ፡ ይትአምኑ፡ ኪያሃ፡ ወይገይሱ፡ ኀቤሃ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
562,ወእምዝ፡ አስተርአዮ፡ መልአከ፡ እግዚአብሔር፡ ለዮሴፍ፡ በሕልም፡ ወይቤሎ፡ ተንሢአከ፡ በጽባሕ፡ ንሣእ፡ ሕፃነ፡ ወእሞ፡ ወጕየይ፡ ብሔረ፡ ግብጽ። ወገብረ፡ በከመ፡ አዘዞ፡ መልአከ፡ እግዚአብሔር፡ ወሖረ፡ ብሔረ፡ ቍስቋም፡ ወአልቦ፡ ዘተወክፎ። ወቦኡ፡ ቤተ፡ ዕቤርት፡ አሐቲ፡ መበለት,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
562-B,ወካዕበ፡ ትቤሎሙ፡ እግዝእትነ፡…. ለእለ፡ ተንሥኡ፡ እምምውታን፡ እፎ፡ ነበርክሙ፡ ውስተ፡ ገሃነም,EMML (HMML) 329,,
563,ወሀለወት፡ አሐቲ፡ ደብር፡ በሀገረ፡ እስክንድርያ፡ ዓይነ፡ ማይ፡ ዘይሰቅያ፡ ወአድባራት፡ ወዓውድዋ፡ አትክልታ፡ ወዘርኣ፡ ወአዕዋሚሃ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
564,ወሀለወት፡ አሐቲ፡ መበለት፡ በደወለ፡ ቂሳርያ፡ ዘስማ፡ ሳቤላ፡ ዘትፈርሆ፡ ለእግዚአብሔር፡ ወታፈቅራ፡ ለእግዝእትነ፡…. ወትገብር፡ በዓላ፡ ለለወርኁ፡ ወትሁብ፡ ጸሪቀ፡ እምዘባ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
565,ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ በሀገረ፡ ሮም፡ ዘሕንጽት፡ በስማ፡ ለእግዝእትነ፡…. ወይገብሩ፡ ባቲ፡ በዓለ፡ አስተርአዮ፡ ወይትጋብኡ፡ አሜሃ፡ ጳጳሳት፡ ወኤጲስ፡ ቆጶሳት፡ ቀሳውስት፡ ወዲያቆናት፡ ምስለ፡ ማዕጠንቶሙ፡ ወይመጽኡ፡ ኀበ፡ ይእቲ፡ ቤተ፡ ክርስቲያን፡ ከመ፡ ይንሥኡ፡ ጸጋሃ፡ ለእግዝእትነ፡…. ለርእሶሙ፡ በዕለተ፡ በዓላ። ወበአሐቲ፡ ዕለት፡ ጊዜ፡ ሀለዉ፡ በቅዳሴ፡ ርእየ፡ አባ፡ ገብርኤል፡ እንዘ፡ ይወርድ፡ እምሰማይ፡ ኅብስት፡ ምስለ፡ ደም,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
566,ወሀሎ፡ አሐዱ፡ ኤጲስ፡ ቆጶስ፡ በደብረ፡ ገጽ፡ ዘስሙ፡ ድራልዮስ፡ ሐካይ፡ መነኮስ፡ ወኢይአምር፡ ዘምሮ፡ ዳዊት፡ ወአንብቦ፡ መጻሕፍት,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
567,ወሀሎ፡ ጳጳስ፡ በሀገረ፡ አፍርንጊ፡ ዘስሙ፡ ታዴዎስ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. በኵሉ፡ ልቡ። ወበአሐቲ፡ ዕለት፡ እንዘ፡ ሀለወ፡ በተክህኖ፡ ወይቄድስ፡ ቅዳሴሃ፡ ለእመ፡ ብርሃን፡ አውረደት፡ ሎቱ፡ እግዝእትነ፡…. ኅብስተ፡ እምሰማይ፡ ወተራድአቶ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
568,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ዘስሙ፡ አብያተር፡ በሀገረ፡ ኖባ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ወያሤኒ፡ መቅደሳ፡ ወይኰሰትር፡ እምዓፀዳ፡ ሣዕረ፡ ወዕፀ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
569,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ አውሳብዮስ፡ ወአስተርአየቶ፡ እግዝእትነ፡…. ወአኃዘቶ፡ እዴሁ፡ ወአግሃሠቶ፡ እምኃውዘ፡ ዓለም፡ ወወስደቶ፡ ውስተ፡ መርሶ፡ ሕይወት,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
570,ወሀሎ፡ አሐዱ፡ ነቢይ፡ በደወለ፡ ግብጽ፡ ዘስሙ፡ ዮናስ፡ ዘያፈቅሮ፡ ለእግዚአብሔር፡ በኵሉ፡ ሃይሉ፡ ወበኵሉ፡ ልቡ፡ ወየአምን፡ ከመ፡ ይርአይ፡ መዋዕሎ፡ ለእግዚአብሔር፡ ወወሀቦ፡ እግዚአብሔር፡ ክብረ፡ ወአልበሶ፡ ልብሰ፡ ጥበብ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
571,ወሀሎ፡ አሐዱ፡ ረድእ፡ ዘደወለ፡ ግብጽ፡ በሀገረ፡ ባርቶስ፡ ዘስሙ፡ ማትያስ፡ ወኮነ፡ ያፈቅራ፡ ለእግዝእትነ፡…. ወይሰብክ፡ ወንጌለ፡ ጸጋሁ፡ ለኢየሱስ፡ ክርስቶስ፡ ወመሀሮሙ፡ ለሰብአ፡ ባርቶስ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
572,ወበዕለተ፡ ፍልሰተ፡ ሥጋሃ፡ አመ፡ ወርኃ፡ ነሐሴ፡ አስተርአየቶ፡ እግዝእትነ፡…. ለአባ፡ ብሶይ፡ ወአርአየቶ፡ ምቋመ፡ መላእክት፡ ግሩማን,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
573,ወሀሎ፡ አሐዱ፡ ወሬዛ፡ በደወለ፡ ግብጽ፡ ዘስሙ፡ ብሶይ፡ ዘተደመረ፡ ምስለ፡ ፈያት፡ ወነበረ፡ ብዙኃ፡ መዋዕል፡ እንዘ፡ ያማስን፡ አብያተ፡ ክርስቲያናት፡ ወይቀትል፡ ነፍሰ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
574,ወሀሎ፡ አሐዱ፡ ገዳማዊ፡ ዘስሙ፡ በብኑዳ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ወነበረ፡ እንዘ፡ ይትለአካ፡ በሰጊድ፡ ወያሠምራ፡ በጾም፡ ወበጸሎት,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
575,ወሀሎ፡ አሐዱ፡ ወሬዛ፡ በሀገረ፡ ቃውሕ፡ ዘስሙ፡ አርከሌድስ፡ ዘኮነ፡ ሠናየ፡ በብዝኃ፡ ኂሩቱ፡ ወየኃድሩ፡ ውስተ፡ ቤተ፡ እሙ፡ ኵሎሙ፡ ነጋድያን፡ ዘይመጽኡ፡ ወይወርዱ፡ እምኢየሩሳሌም,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
576,ወሀሎ፡ አሐዱ፡ ጳጳስ፡ በሀገረ፡ ኢየሩሳሌም፡ ደብረ፡ መቅደሱ፡ ለእግዚአብሔር፡ ውስተ፡ ጎልጎታዊት፡ መካን፡ ወስሙ፡ በርተሎሜዎስ፡ ውጉዕ፡ በዘይተ፡ ፍቅራ፡ ለእግዝእትነ፡…. ወይትሜነይ፡ ከመ፡ ይርአይ፡ ክዋኔ፡ ፀሐይ፡ መዓልተ፡ ወሌሊተ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
577,ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ዘተሐንፀት፡ በስማ፡ ለእግዝእትነ፡…. ወመጽኡ፡ ፬፡ ሰረቅት፡ ወከረዩ፡ ቤተ፡ ክርስቲያና፡ ለእግዝእትነ፡…. ወቦኡ፡ ውስተ፡ መቅደስ፡ ወደፈሩ፡ ላዕለ፡ ንዋያ፡ ወነሥኡ፡ ፬፡ ቀጠንተ፡ አልባስ፡ ለለርእሶሙ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
578,ወሀለዉ፡ ፴፡ መነኮሳት፡ በገዳመ፡ አስቄጥስ፡ ጽድቆሙ፡ ብዙኅ፡ ወሃይማኖቶሙ፡ ርትዕት፡ ወይፀልዑ፡ እከያተ፡ ወያፈቅሩ፡ ሠናያተ። ወሶበ፡ ርእየ፡ ሰይጣን፡ ጸላኤ፡ ሠናያት፡ ዘንተ፡ ተቃረኖሙ፡ ወአምጽአ፡ ላዕሌሆሙ፡ ጽልዓ,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
579,ወሀለዉ፡ ፪፡ መነኮሳት፡ በገዳመ፡ አስቄጥስ፡ መስተጋድላን፡ በጾም፡ ወበጸሎት፡ ወነበሩ፡ ፲ወ፭፡ ዓመተ፡ ውስተ፡ አሐዱ፡ ፆማዕት፡ በፍቅር፡ ወበሰላም,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
580,ወሀሎ፡ አሐዱ፡ ጳጳስ፡ ዘስሙ፡ መክሲሞስ፡ በሀገረ፡ ኢየሩሳሌም፡ ማእምር፡ ወለባዊ፡ ጻድቅ፡ ወአረጋዊ። ወስዕነ፡ ቀዊመ፡ ወደክመ፡ ኃይሉ፡ ወኢክህለ፡ ቀድሶ፡ ቍርባን,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
581,ወሀሎ፡ አሐዱ፡ መነኮስ፡ በሀገረ፡ ሮም፡ ዘስሙ፡ ዳንኤል፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ወእምብዝኃ፡ አፍቅሮቱ፡ ኪያሃ፡ ወጽአ፡ ገዳመ፡ ወአኃዞ፡ ድካመ፡ ፍኖት,EMML (HMML) 1156,https://www.vhmml.org/readingRoom/view/202992,
