Macomber ID,Plot Edited
135,"There was a captain who served as an officer of King Tarsus of Cilicia |sp|. Though he loved the Virgin Mary, this captain had committed many sins in his past. One day the captain fell under the sway of an evil demon that influenced him to shred his clothing, bite his tongue, and thrash his body on the ground. The captain began to strike at every person and animal he encountered. He also set homes on fire. When his relatives saw the captain acting so erratically, they captured him and secured him with iron bonds. But the demon refused to the let the captain go. One day, while the captain was laid out on a bed like a corpse, the Lord appeared to him in the form of a child and took pity on him, enabling him to speak as himself to his mother. Next, the Virgin Mary appeared to the captain and anointed his tongue and lips with her breastmilk. The captain was immediately cured, and when witnesses expressed their amazement at his sudden revitalization, he told them of the miracle Mary had performed for him. The captain piously celebrated Mary’s festival until he died."
136,"In the country of Galatia |sp| there was a dangerous thief named Qirâs |sp|, who killed everyone he encountered. When the king offered a reward for this man’s capture, the people of Galatia seized him. They brought him before the king, who decided that the brigand would be crucified upside down. Afraid of such a fate, Qirâs began praying to the Virgin Mary and did not stop speaking to her, even as the king’s soldiers nailed him to the Cross. Later, the king ordered his soldiers to go out and cut the man’s head off. The soldiers were surprised to find Qirâs still alive. They cut him with their swords and pierced him with their lances, but nothing injured him. Qirâs informed the soldiers that Mary would protect him against all harm. Hearing this, the soldiers took Qirâs down and brought him before the king. When the king asked how he had remained unharmed, Qirâs spoke of his unceasing prayer to Mary. The king then asked how Qirâs wanted spend the rest of his life, and he answered that he would repent of his sins and serve Mary. The king then freed Qirâs, who became a monk and venerated Mary until his dying day. For the king’s part, Mary saved him from war and destruction whenever he invoked her name."
143,"A sinful Jew named Alexander lived with his family in Jerusalem. One day, while fishing, a dragon appeared. Alexander prayed to the Virgin Mary, promising that he would serve in her church for the rest of his life if only she would save him. Just as he uttered this prayer, the dragon swallowed him. Alexander remained in the dragon’s body for three days, at which point the dragon spat him out. When his body dried off, Alexander saw that it was covered with leprous ulcers. Seeing this, the people of Jerusalem asked Alexander what had happened. He recounted his story, then asked the people to conduct him to the church of the Our Lady, where they prayed to Mary for a cure. Mary appeared to Alexander and told him that she had caused the dragon to cough him up. She then instructed him to go immerse his body in the pool of Siloam |sp|. After Mary disappeared, Alexander’s relatives brought him to the valley of Siloam in the desert of Jordan. There he immersed himself in the pool and was instantly cured. Alexander returned to Jerusalem, where he devoted himself to Mary and served in her church for the rest of his life."
157,"There was, in the city of Ephesus |sp|, a pious governor by the name of Armateyos |sp|. This man loved the Virgin Mary above all others, and as a reward God blessed him, filling his home with food and bestowing other gifts upon him. When others saw this man’s good fortune, they grew jealous. They went to the king and lied, telling him that Armateyos had stolen his food and fornicated with his wife. In his fury, the king ordered Armateyos to be stoned and crucified. The governor prayed to Mary for help, and when the king heard the man’s words, he asked why Armateyos believed Mary would save him. The king then ordered the crucifixion. At that instant Mary came to Armateyos and remained by his side. He was nailed to the Cross and remained there for three days and nights, all without any suffering or torment. On the fourth day, Mary released Armateyos from the Cross and instructed him to return to the church and recount the miracle she had performed, which he did."
196,"In a certain town there was a monastery, and among the monks there lived a superior who possessed a natural disposition toward sin. This superior avoided the company of the other priests, but he loved the Virgin Mary, and throughout his life he made daily recitations of the book of hours. When he died, demons conducted his soul to Sheol (Hell). A day after his death, the superior appeared to a servant of the church in the middle of the night. The sound of his voice frightened the servant, who fled from the room to hide. When at last the servant returned to his bed, the superior appeared before him again and asked the servant why he had fled. The servant responded with confusion as to how the superior was still alive. The superior then explained that he had been condemned to live among the damned, but that Mary had saved him from this fate, and that he was now in Heaven. The superior then asked the servant to tell the priests at the monastery that they must never abandon their prayers, and the servant obeyed."
199,"There were two monasteries that stood near one another. When the superior at one monastery died, the superior at the other monastery wanted to take his place. This second superior was ill-tempered, but he piously devoted himself to the Virgin Mary. He went to the royal palace every day and spoke to the king about the vacancy. The king granted the superior the position he sought, but this nomination took place without the consent of the monks at the monastery. Some days after taking up his new position, the superior succumbed to great distress over having been nominated without the monks’ consent, and he became gravely ill. In his sickness, the superior called upon the monks to pray on his behalf and save him from damnation. The monks did as he asked, but as they prayed the superior’s pain increased to the point where he could not speak. He suddenly realized that he had not taken Communion, and as this thought occurred to him his strength began to return. He said a prayer to Mary to thank her for restoring his strength, then he went to church and received Communion. Afterward he told the monks to place a sack upon him, and when they did, he immediately died."
203,"There was a Persian man who loved the Virgin Mary, but who also suffered overwhelming poverty due to the way he vainly squandered goods. One day there arrived in Persia an honorable governor, who was a friend of the poor Persian. But this governor did not visit his friend, for he was ashamed of the man’s poverty. The Persian felt sad about the governor’s avoidance, at which point Satan appeared and promised to make him happy if only he would disown Christ and Mary. The Persian replied that he would disown Christ, but not Mary. Satisfied with this answer, Satan furnished the Persian with fine clothes and a beautiful horse. The Persian then realized that he had not yet prayed to Mary that day, but as he began to speak a greeting to her, Mary appeared and admonished him for having disowned her Son. The Persian asserted that he had not disowned Mary, but he admitted that Satan had seduced him. Mary then made him promise never again to commit such a sin, and he repented earnestly."
210,"Abbâ Esi |sp| and his sister, Thecla |sp|, had a friend in Alexandria named Paul the Syrian. Paul fell gravely ill and sent a message to his friends. Abbâ Esi went to Alexandria, but had to leave after being called for the combat of the martyr. When Abbâ Esi did not return home to Abousir |sp| in a timely manner, Thecla set off for Alexandria. At the river she came upon a spiritual boat. The archangels Gabriel and Sureyal were there, as was the mother of John the Baptist and the Virgin Mary, though Thecla recognized none of them. Thecla boarded the boat and offered the angels some of her food provisions, which they accepted and appeared to eat. In the evening, the two women grew sad, and Thecla asked what grieved them. The two women explained that each of their sons had been killed. Mary then said that they were going to Alexandria for the wedding of Abbâ Esi. Thecla identified herself as Abbâ Esi’s sister, but those aboard the boat already knew who she was. As night fell, Thecla saw the ship emit a brilliant light, and she expressed her astonishment as to how the ship moved without any external impetus. Mary answered with a story about how Jesus Christ had once calmed an agitated sea. Just then, the ship arrived in Alexandria."
214,"Abbâ Amoni |sp| had a pious disciple named Abbâ Behor |sp|. One time, Abbâ Behor left the monastery and spent forty days and nights fasting in the desert. At the end of this period the Virgin Mary appeared to him, shining with unspeakable glory. Abbâ Behor prostrated before her, but Mary lifted him and commended him for being a loyal servant of God. Abbâ Behor then saw in the sky a vision of forty animals drawing a great chariot of light, in which Christ reigned. From his chariot, Christ commanded Abbâ Behor to strengthen his heart against the evil in the world. Christ then flew off into the distance, and Abbâ Behor returned to the monastery to recount his vision."
226,"One day Anthony told the other monks at Däbrä Qʷəsqʷam |sp| a story about when the Virgin Mary and her Son came to visit. Mary greeted them and brought a vase of oil that Jesus Christ himself had blessed. She then anointed everyone with oil and made them mount horses. But Mary noticed that the horses had been whipped and were injured. With pity in her heart, she blessed the horses and anointed them with the holy oil as well."
265,"Abbâ Barsuma |sp| was traveling with his disciples in a boat on the Red Sea when a sudden swell of waves shook the boat. Though afraid, Abbâ Barsuma stood up, said a prayer, and recited the psalms. The winds immediately calmed. Those aboard, who believed they certainly would have died, understood the Virgin Mary to be the author of this miracle."
266,"When Abbâ Barsuma |sp| was traveling with his disciples in a boat on the Red Sea, he said a prayer to calm a sudden surge of waves. After he prayed and the winds calmed, those aboard saw a white dove circled the boat three times before flying off in the direction from whence it came. The boat then began to move in the same direction, as if the bird were tugging it along. Some of the disciples took this as a sign that God had saved them, by grace of the Virgin Mary."
269,"It happened once that a group of infidels seized Abbâ Samuˀel |sp| from Däbrä Qaləmon |sp| and took him prisoner. In the prison he encountered Abbâ John of Scete, and the two men comforted each other. Under Satan’s counsel, the master in charge of Abbâ Samuˀel sent the holy man into the desert to graze the camels. The master also sent along a female servant, hoping that Abbâ Samuˀel would fall into sin with her, the holy man stayed firm in his faith. One day his master fell deathly ill, and Abbâ Samuˀel prayed to the Virgin Mary for help, who immediately healed the sick man. When this happened the master begged Abbâ Samuˀel’s forgiveness and promised to do anything he wanted. Abbâ Samuˀel asked to return home. Soon after he arrived back at Däbrä Qaləmon, the spiritual community there increased to ten thousand. Mary also appeared to Abbâ Samuˀel and announced, “This place will be my abode forever.” Never again did infidels come to the monastery."
278,"There was a man who like to sing the Psalms of David. One day he told some others about a vision he had in which the Virgin Mary appeared in his church as the priests were singing. She had everyone drink a sweet liquid from a goblet. This man also wanted to drink, but an angel who stood by Mary’s side called him lazy and said he did not deserve it. Even so, the man exulted in the act of singing God’s praises. The seraphim also sang praises to God, without rest. The chanting of the priests could be heard from far away, and their voices filled the mountains. By Mary’s grace, God rewarded them all."
285,"There was a young Jew who became interested in Christian teachings. One night the Jew dreamt that a fire engulfed his house. When a lion suddenly appeared, the young Jew grew afraid and cried out, promising to devote himself to the God of Daniel. A man resembling a monk appeared behind the lion, holding an iron staff. The lion told the monk to place the end of the staff in the fire, then to make the sign of the Cross with the glowing tip. After the monk had performed these actions, the lion led the young Jew to the sea and told him to purify himself in the water. The Jew did as the lion commanded, and immediately upon immersing himself he woke up. After that, the Jew was baptized and became a monk. He then returned to his home, where he preached his new faith to Christians and Jews alike. One of the Jews questioned his faith in Jesus Christ and the Virgin Mary. He cursed the blasphemer, but the other man just laughed. Later he met another Jew who had converted to Christianity, and together they prayed for Mary to punish the blasphemer. The next morning, when the blasphemer sat on a big rock by the river, the rock rose up and shook the Jew off. No one could find his body for three months."
290,"In the days when Achraf |sp| was the king of Cairo, a group of Muslims gathered to complain how the Christians had converted many of their number. The Muslims went before the king and told him of Däbrä Metmaq, explaining how Abbâ Michael seduced people with his speeches. Also seductive was the annual event in the month of Gənbo |sp|, when the Virgin Mary would appear at the monastery for five days. King Achraf asked if Mary truly appeared at the monastery, and the Muslims confirmed that she appeared alongside an assembly of angels and martyrs. They also told how Mary once threw a handkerchief, and Abbâ Michael used the blessed object to seduce newcomers to the faith. After listening to this story, King Achraf ordered Däbrä Metmaq to be demolished. The Christians offered the Muslims gold to prevent the destruction of their holy church, but the Muslims refused and destroyed it anyway. On the night of the church’s destruction, Mary appeared to King Achraf and his dignitaries, and she promised to demonstrate her power against them all. The next morning the king and his dignitaries all reported having the same vision, and they soon lost their minds and died. Afterward, the Christians dispatched a message to their king, Zärˀa Yaˁəqob |sp|, about what had happened, and he ordered the construction of a new monastery."
291,"There was a group of monks who lived in a monastery in Egypt. When Satan saw the zeal of these monks, he destroyed their monastery’s oven by filling it with dust. No longer able to bake bread, the monks prayed to the Virgin Mary for a miracle. Mary responded to their plea by making Satan their slave for twelve years. The monks commanded Satan to perform several tasks, which they were surprised to see him perform. He cleaned the dust from the oven, ground grain, and moved a massive tree that even two hundred men could not carry. One day the monks them commanded Satan to bring them fish, and he returned with a whale along with an entire merchant ship. The monks wished to know how Satan had achieved this feat, and the devil explained that he had done more than was commanded of him in order to gain an early release. But the monks insisted that Satan would serve them for the full twelve years. They also chastised the merchants and sailors aboard the ship for being seduced by Satan, and instructed them instead to admire Mary, under whose power Satan was held captive. Hearing this, the merchants and sailors asked to be baptized. They surrendered all their worldly possessions and joined the monastery."
309,"There was a young girl who loved the Virgin Mary and vowed to remain a virgin in her name. One day, when a certain dignitary learned of this girl’s beauty, he went to her chamber and sat beside her. The girl told the dignitary of her vow and explained that Mary would protect her against anyone who tried to harm her. The dignitary asked who Mary was. At that very moment the Holy Virgin appeared in great majesty and asked the man if he would leave. Awestruck, the dignitary promised to abandon his pursuit of the girl, as well as his wife and status, in order to become a monk and serve Mary in the church."
331,"In a monastery in Ethiopia there lived a monk who, as a boy, had gone to a spiritual father to learn the psalms of David. He studied alongside the children of the rich, though he himself was poor. When the boy had finished learning the psalms, his master refused him further instruction and demanded a payment the boy could hardly afford. Meanwhile, the children of the rich went on to learn all the books of the Old and New Testaments. Dejected, the boy went to the church and prostrated himself before the icon of Mary. He also began to fast, tasting nothing but the Eucharist and water. The severity of his fast caused his body to deteriorate, until one day Mary appeared to him. Alongside her stood two archangels, who held goblets brimming with a drink that provided knowledge. The angels lifted the prostrating monk, and Mary asked him what he wanted. The monk explained his desire to learn the Scriptures, and that he wished to drink from the cup of knowledge. As a reward for the monk’s struggles and solitude, Mary granted his wish by blessing him with a kiss and suckling him at her breast. The monk served Mary for the rest of his life, at the end of which Mary brought his soul to Heaven."
332,"There lived a certain king who loved the Virgin Mary and her Son. In this king’s palace there was a tabot of Mary that had been locked inside a chest prior to being consecrated. One day someone in charge of guarding the treasure saw the tabot outside its chest, though the chest remained locked. The guardian notified the king, and when the king saw the splendor of the tabot, he rejoiced and immediately sent it to the archbishop of Ethiopia to be consecrated. When the tabot returned to the palace, it was received with much music and fanfare. However, some people who had gathered to celebrate were laughing and joking, which irritated Mary. Those offenders suffered various maladies: some felt their throats close, others developed headaches, and still others grew ill. Mary then appeared to the king and told him never again to allow these arrogant people to approach her. Hearing this, the king commanded that no one be allowed near the tabot other than priests and those of pure heart. The tabot is still in the palace, where it remains free from sin."
333,"There was a king who loved the Virgin Mary, in whose name he built a church adorned with silver and gold. He appointed many priests to serve at the church, and he charged the priests to guard the church day and night to protects its treasured altar. One night, while the priests guarding the altar slept along the church’s interior wall, one among them dreamt and had a nocturnal emission, spilling his seed upon his bed. While the priest was still asleep, an angel removed him from his bed and brought him outside, depositing him twenty-four cubits from the church wall. When the priest woke up in the morning, he did not know what had happened. The other priests chastised him for abandoning his guard post, and they confronted him about the signs of his nocturnal emission. When the priest could not explain himself, the others took him to an archpriest. After hearing the priest’s story about his emission and his waking up outside the church, the archpriest escorted him before the king, where he recounted his story once again. The king listened to the story and rejoiced that Mary had performed such a miracle in the church he had built. The king then went to the church with the archpriest to make Mary an offering."
334,"There was a certain man who guarded a church constructed in the Virgin Mary’s name. The man stood guard in the porch both night and day, ringing the bells as well as opening and closing the church doors. One day, this man fornicated with a woman, then fell asleep in the porch. He awoke at midnight and, forgetting his sin, unlocked the church. Immediately upon entering the holy space, an angel stopped the man and ordered him to leave on account of his impurity and ignorance. The man was then afflicted with an illness in which his body was covered with menstrual blood that never dried. He wandered through various towns and markets and told the people of the afflictions Mary made him suffer. He never joined others in prayer or fasting or Communion, and in his arrogance he continued to suffer until the day of his death."
335,"A certain dignitary, who headed the royal army, decided to wage war against enemy Muslims without the king’s consent. The Muslims defeated his army and confiscated the dignitary’s possessions. Among those possessions was a tabot of the Virgin Mary. He had inherited the holy object from his forefathers, who had commanded him never to leave it behind when he traveled. One of the Muslims derided the tabot and sat on it. But the tabot immediately cut the man in half, and his body appeared cooked, as if boiled in a cauldron. Upon seeing this miracle, some of the Muslims fled in fear. Others stayed behind in reverence and returned the tabot to its proper land."
341,"One Sunday night a group of thieves broke into a church of the Virgin Mary and stole all the sacred vases. When the church guard warned the thieves against stealing from Mary, they ignored the man’s words and beat him. Just then Mary appeared and confronted the thieves. Three times they refused to return Mary’s goods before continuing on their way. Later the thieves stopped to eat and drink. But just as the leader of the thieves tried to eat, his throat closed, making it impossible to swallow. The other thieves brought him water, but immediately upon touching the goblet his hand turned to stone and his head twisted around to the back. Meanwhile, Mary assumed the guise of a widow from Wâdâ |sp|. She appeared before the governor and told him that when the thieves arrived the next day, he must command them to return the church’s belongings. But the next day the governor forgot his promise and welcomed the thieves. Mary then went to the minister of the governor and ordered him to confront his master. The minister warned the governor of the threat of Mary’s vengeance, and the governor immediately imprisoned the thieves and returned the stolen goods. The people of Wâdâ rejoiced at the miracle, and thieves all died in prison."
351,"In a church devoted to Our Lady Mary there lived a priest who loved the Holy Virgin with all his heart, and who only ever performed her liturgy. On the twenty-first day of Ṭərr |sp|, during the feast of the Dormition of Our Lady, this priest performed the liturgy of Mary, per his custom. Among those assembled to celebrate the feast there was a boastful rich man. This rich man interrupted the liturgy with blasphemous words. When the priest said, “My heart overflows with beautiful words,” the rich man called out, “Overflows with blood!” The rich man then left the church and returned home, where he immediately vomited so much blood that his soul departed his body. When the churchgoers heard of the rich man’s death, they were seized with fear. However, they also recalled the words of the Gospel, which warns: “He who speaks against the Holy Spirit shall not be forgiven.”"
359,"There was a church constructed in the Virgin Mary’s name, and the custodian of this church was prideful and insolent. The bishop frequently admonished this custodian for his behavior, but the offender ignored all reprimands and continued to act badly. Every year on the day of the great feast of Our Lady, Mary descended from Heaven to bless those assembled for the celebration. Prior to this year’s feast Mary appeared to the bishop and commanded him to ensure that the custodian would be present. The next morning the bishop went to fetch the custodian, and he found the man on the ground, looking wretched. The custodian explained that Mary had punished him for his pride, and for his failure to heed the bishop’s admonishments. When the people arrived at the church they saw the custodian’s punished body, which had turned black like a boiled root. The custodian warned those gathered against having a prideful and insolent heart. The man then died, and those witnesses to his death each renewed their pledge to God and the Virgin Mary."
361,"There was a monk who piously served the Virgin Mary, and one day a rich man invited this monk to celebrate the Assumption on the sixteenth day of Nähase |sp|. On his way to the celebration, the monk approached a river that he had to cross. He removed his clothes and held them above his head as he entered the stream. Just then, a demon appeared and dragged him under the water. Terrified, the monk prayed to Mary for help. Mary appeared at that moment and reprimanded the demon. She also showed the monk where in the river he could touch bottom, and she commanded him to stand there and recite her book of praises. The monk obeyed Mary’s command and stood there praying. Meanwhile, clergy and laymen who had learned about the monk’s plight assembled at the riverside. They asked the monk’s disciple where he had last seen his master, who had not broken the water’s surface for a long time. The disciple indicated where the monk had disappeared. A few strong swimmers entered the river and found the monk standing at the bottom, reciting Mary’s praises. They retrieved him from the river and brought him to the riverbank. After asking the monk to explain his miraculous survival, the group then proceeded to the feast of the Assumption."
362,"There was a certain rich man who celebrated the feast of the Assumption of the Virgin Mary by feeding and clothing the poor. One year the rich man invited a blind priest to come celebrate the feast. Though the priest lacked sight, he possessed singular insight into the Scriptures and had taught many faithful. This blind priest set out for the feast with forty-one pupils, among whom stood only one who truly loved his master. When the group came upon a great chasm in the road, the pupils concocted a plan to throw their master in. The faithful pupil entreated his companions to desist from their plan. But when he saw their determination, he knew he could not save his master, and so he despaired, kissed the priest, and hastened to the place where the feast would be held. Meanwhile, the other pupils went through with their plan and cast their master into the chasm. The priest prayed to Mary as he plummeted, and she immediately appeared with some angels, who saved him from death and delivered him safely to the location of the feast. Mary blessed both the priest and his faithful pupil. As for the other pupils, Mary commanded the Angel of Death to beat them all with an iron lance, and all of them perished."
363,"After the impious Diocletian had been apostatized, Theocleia |sp| stood in the oratory wondering whether the event that had just taken place did so according to the design of God or Satan. Also standing in the oratory were two queens attired in clothes of light: there was Elizabeth, the mother of John the Baptist, and Anne, the mother of Our Lady Mary. The sight of these women left Theocleia awestruck, and she bowed before them. The Virgin Mary, who had also appeared in the oratory, identified herself to Theocleia and introduced the other two women. Upon learning who these women were, Theocleia worried that she had sinned. But Mary comforted Theocleia, explaining that her husband, Juste, and her son, Aboli, had been made into martyrs by Diocletian’s hand. She then invited Theocleia to join them as a martyr herself, and she joyfully agreed. Theocleia praised Mary with words of honor and glory. Mary blessed Theocleia, told her to remain strong, then ascended into the sky alongside Elizabeth and Anne."
366,"There was a virtuous young man who had become a monk as a child, and who had accomplished many good acts. Four years after he had taken the hood, he had a nocturnal dream of a sexual nature. The experience rattled the young monk and left him trembling with fear. He contemplated how best to save his soul. Eventually he decided to pray to the Virgin Mary, reaffirming his devotion to her and calling on her to protect his soul from the power of Satan. Mary appeared before the young monk and assured him against all his fears. She promised to purify him of his sin, and to prevent any such stain from sullying him ever again. The monk rejoiced, and for the rest of his life he never had another sinful nocturnal dream. When he died, he entered the Kingdom of Heaven by Mary’s intercession."
367,"There was a virtuous couple who loved the Virgin Mary, but who had trouble conceiving a child. In sadness and desperation, they prayed to Mary and promised that if she blessed them with a child, then he or she would forever serve her. Mary rewarded the couple with a son. This child received a fine religious education in his youth, but upon reaching adolescence his parents broke their vow to Mary and arranged for him to marry. On his wedding night, as entered the bridal room to consummate the marriage, the son fell deathly ill. His parents carried him into the church sanctuary and left him there hoping that Mary would perform a miracle. Mary appeared to the boy. She explained how his parents had promised him to her service, and that she had made him ill to punish them for breaking their oath. Mary then told the boy to recite the psalms of David, and to continue reciting them until she came to escort him from this world to Heaven. Mary disappeared, and at midnight the clergy entered the sanctuary to find the boy reciting the psalms of David. The boy told them they would never again see him in the flesh, and his parents cried when they heard. He then finished his prayers, left unseen in the night, and became a monk."
387,"One day, Abbâ Samuˀel |sp| of Wali made the sign of the Cross over water as he recited the liturgy of Our Lady Mary. When he went to drink it, Mary turned the water into bread: a miraculous loaf that sated one’s hunger without having eaten of it. The scent of the bread was intoxicating, and the flavor was like nothing else Abbâ Samuˀel had tasted. The bread immediately invigorated his body."
413,"There was a man who loved the Virgin Mary and held a feast to commemorate her on the twenty-first day of every month. One month, a country-wide wheat shortage prevented this man from holding his feast, and his inability to provide for the poor and needy caused him great grief. Mary appeared to this man and asked what troubled him, and he told her about the cancelled feast. Mary then told the man to hasten home, where he would find everything he needed to hold the celebration. When he arrived home his wife showed him all that Mary had provided, including fish, bread, and wine. They called the poor and the needy to come eat and drink, and the people of the town marveled at the miracle."
428,"There was a certain governor whose task was to collect taxes throughout Upper Egypt. During his travels he came to Däbrä Qʷəsqʷam |sp|, the lands surrounding which the monks had sown with their own crops. Some Muslims approached the governor and complained that the monks got to eat off the king’s land for free. The governor called on the monastery and asked how long the monks had cultivated that land. When the superior could not answer, the governor bound his hands and feet and demanded a large sum of money as back taxes. The superior insisted that as monks they had no money, so the governor ordered him to be whipped. After much torment, the superior instructed a monk to fetch patens, chalices, and other objects, and to deliver them to the governor. The governor took the objects but continued to demand gold. That same night the governor fell deathly ill. The Virgin Mary appeared to him in his sleep and revealed herself as the cause of his illness. She then threatened to kill the governor if did not immediately restore the church’s belongings, release the superior, and leave the monastery. When the governor woke, he did everything Mary had commanded of him. He also provided the monastery with fine bulls and cows, and he warned his fellow governors never again to bother monks."
443,"In a monastery devoted to the Virgin Mary, there was a container of oil that hung suspended by a cord. When the cord was cut the container remained suspended. The priest who witnessed this miracle rang the bell to notify the people, who came and praised Mary."
458,"A group of nine Muslims and two children were traveling near Däbrä Metmaq |sp| on the day of the feast of Our Lady Mary. One of the Muslims suggested spending the night in the monastery’s ruins, and though others worried about sleeping in a Christian site, they agreed. That night a column of light woke the group, and they watched in fear as angels descended from the heavens, followed by the Virgin Mary. Mary called forth the two Muslim children and renamed them Michael and George. She then asked the rest of the group why they did not believe in her Son. When the Muslims assured Mary that they would convert, she instructed them to go forth to a Christian country and get baptized, then she ascended back into the heavens. The Muslims wrote a letter to their community explaining their plan to convert and never return, then they set off. On their journey they met a Christian. The Muslims asked the man to baptize them, but he was not a priest. The man also refused to deliver their letter, fearing that the addressees would kill him. As the group prepared to deliver the letter themselves, the child named George refused to go, as he did not want to remain an infidel. At this, the group traveled to another place and got baptized as Christians."
505,"There was a builder named Deganna |sp|, who used his skill with wood and stone to construct a church devoted to the Virgin Mary. After constructing the church, Deganna painted the interior with images of Mary, the archangels, prophets, martyrs, and priests. When Aktab |sp|, then king of Markadakya |sp|, saw these images, he requested Deganna to paint pictures of his gods. But Deganna refused, since he did not believe in King Aktab’s gods. The king grew furious and ground his teeth so hard his molars fell out. He then ordered Deganna to be whipped and beaten, but Mary protected him from harm. Deganna remained strong for seven straight days of whipping. This exasperated the king, who had the man imprisoned for a further ten days. Still, Deganna remained strong, and God gave him courage. At the end of those ten days King Aktab removed Deganna’s chains and, when the man again refused to bow before other gods, the king ordered his execution. When the executioner cut off Deganna’s head, a mixture of blood and milk poured from the neck. God immediately made Deganna a martyr, bestowing upon him a white garment and a crown of light, then showing him the way to Heaven."
26,"Every year, people traveled from all over traveled to Bethlehem to celebrate the festival of Our Lady Mary, and to see the manger where Mary gave birth to the Savior. The cave where this event occurred had two doors, each with a knocker carved from red iron plates that looked like gold. Among those who gathered one year was a Frank, who saw the knockers and marveled at their beauty and workmanship. Satan placed in the heart of this Frank a desire to steal one of the knockers and bring it to his king, who would reward him with a great fortune. But when night came and he tried to steal the knocker, it fell on his neck and suffocated him. He cried out in pain, and a group of Frankish monks came to his aid when they heard his cries. The wounded Frank asked the monks to pray for him, and he pledged to become a monk himself if he survived. The praying monks heard a voice say the Frank would not be saved until everyone from the region came to this place to assist with a miracle. The monks sent messengers, and when the people arrived and began to pray, the Frank’s injuries began to heal. When he recovered fully, he became a monk and served Mary and her Son until his death."
123,"When the heretic Nestorius insulted the Virgin Mary, she waited for him to repudiate his error. God cursed Nestorius, declaring that the tongue with which he had insulted Mary would not make it into the grave with him. Nestorius’s mouth was then beaten until his tongue fell out, and when he died he was buried without it."
51,"Three virgins came to the Virgin Mary and told her not to be sad. In the period leading up to the birth of Jesus Christ, they remained with her day and night and attended to her every need. They washed her feet, perfumed her dresses, and honored her constantly. The first miracle the virgins witnessed was that whenever Mary was present, the house filled with the sweet scent of frankincense. Mary also healed all those who came to her afflicted with illness and seeking her blessing. The virgins marveled at Mary’s glory."
220,"A woman was being tormented by demons and called out to the Virgin Mary for help. Mary raised her hand and ordered the demons to desist. The demons were immediately cast away from the woman, and Mary submerged them in the depths of the sea."
221,"A woman from Egypt suffered a great fever, prayed to the Virgin Mary, and was healed."
222,A woman who went blind in her right eye because of a demon begged the Virgin Mary for help. Mary placed her hand above the woman’s eye and healed it immediately.
243,"The apostles were singing the Virgin Mary’s praises in a cave when the Holy Spirit spoke to them, recounting the events of the first holy Sunday. The Holy Spirit describes how the archangel Gabriel had come to Mary to announce that her son, Jesus Christ, would be born for the salvation of the world. The first to appear to Mary on the Sunday of Christ’s birth was our mother Eve, followed by Anna, the mother of Mary, and Elizabeth, the mother of John the Baptist. Next came Peter, then our father Adam and his son Seth, then Noah and Shem. Abraham, Isaac, and the prophet David came next. All prostrated before Mary. Then the gates of Heaven opened, and a multitude of angels emerged, followed by a flaming chariot that carried Enoch, Moses, and Elijah. Twelve armies of archangels came forth, and then Jesus Christ appeared atop a chariot of seraphim and cherubim. Christ addressed Mary, explaining that he would bring her to Paradise. The apostles then told Mary to pray for the world she was about to leave, and she prayed that all those who followed her would remain free from harm. Christ responded that all who invoked Mary or made offerings in her name would receive His mercy. The apostles escorted Mary to Paradise then descended to Mount Sinai, where they praised Christ."
244,"Jesus raised his hand over the Virgin Mary, who then took his hand and kissed it. She spoke in praise of her Son and, referring to herself as His handmaid, requested that He be generous with all those who supplicate and beg for mercy in her name. The disciples all heard Mary’s words and prostrated themselves at her feet, asking her to bless the world before she departed from it. Mary again addressed Jesus and told Him to pity all souls who praise His name."
245,"The Virgin Mary spoke to Jesus, reminding Him that He is the son of God. She asked him to bless every place that held a festival in her name, and every person who made an offering in her name. Jesus told Mary that whoever invokes her name will receive God’s grace and never perish."
250,"The Virgin Mary grew sick and asked the virgins attending her to bring the burner and incense. She prayed to Jesus, asking Him to summon the disciple John to her side so that she could see him before she died. Before Mary had finished her prayer, the Holy Spirit seized John from the land of the Ephesians |sp| and deposited him before Mary. John rejoiced at the miracle. The Holy Spirit, speaking in John’s voice, expressed that Mary would depart in glory and with blessing and praise from Christ. Mary then recalled the blessing Christ had said during the Crucifixion: “Woman, look at your Son.” She looked at Him, and Christ said to John, “Look at your mother.”"
252,"In the year 352, two years after the Ascension of Christ, the Virgin Mary was in Alexandria. On the fourth Sunday of the month, Mary took fire and incense and went to pray in the tomb in Golgotha. She lit the incense at the tomb’s entrance and prayed to her Son, asking Him to take her away from this world of toil. As she prayed, Heaven opened. The archangel Gabriel descended, prostrated before Mary, and told her to rejoice, as Christ had heard her plea."
253,"Jewish priests were disturbed when they learned of a group of worshippers praying and reciting psalms in the Virgin Mary’s name. They decided to go to Bethlehem to arrest the disciples of Christ and the Holy Mother. After an hour of walking, there appeared above them a bright light and blinded them. No longer able to see Bethlehem in the distance, they returned to their city and reported to the high priests what had happened to them on the road."
